"TIME","GEO","PURCHASE","UNIT","Value","Flag and Footnotes"
"2017","Latvia","Purchases of existing dwellings","Annual average rate of change","8.9",""
"2017","Lithuania","Total","Annual average index","114.80",""
"2017","Lithuania","Total","Annual average rate of change","8.9",""
"2017","Lithuania","Purchases of new dwellings","Annual average index","112.31",""
"2017","Lithuania","Purchases of new dwellings","Annual average rate of change","9.9",""
"2017","Lithuania","Purchases of existing dwellings","Annual average index","115.58",""
"2017","Lithuania","Purchases of existing dwellings","Annual average rate of change","8.6",""
"2017","Luxembourg","Total","Annual average index","111.96",""
"2017","Luxembourg","Total","Annual average rate of change","5.6",""
"2017","Luxembourg","Purchases of new dwellings","Annual average index","111.38",""
"2017","Luxembourg","Purchases of new dwellings","Annual average rate of change","5.5",""
"2017","Luxembourg","Purchases of existing dwellings","Annual average index","112.26",""
"2017","Luxembourg","Purchases of existing dwellings","Annual average rate of change","5.7",""
"2017","Hungary","Total","Annual average index","127.24",""
"2017","Hungary","Total","Annual average rate of change","12.2",""
"2017","Hungary","Purchases of new dwellings","Annual average index","130.76",""
"2017","Hungary","Purchases of new dwellings","Annual average rate of change","18.8",""
"2017","Hungary","Purchases of existing dwellings","Annual average index","127.02",""
"2017","Hungary","Purchases of existing dwellings","Annual average rate of change","11.9",""
"2017","Malta","Total","Annual average index","111.03",""
"2017","Malta","Total","Annual average rate of change","5.3",""
"2017","Malta","Purchases of new dwellings","Annual average index","110.49",""
"2017","Malta","Purchases of new dwellings","Annual average rate of change","5.2",""
"2017","Malta","Purchases of existing dwellings","Annual average index","112.58",""
"2017","Malta","Purchases of existing dwellings","Annual average rate of change","5.4",""
"2017","Netherlands","Total","Annual average index","112.93",""
"2017","Netherlands","Total","Annual average rate of change","7.5",""
"2017","Netherlands","Purchases of new dwellings","Annual average index","112.20",""
"2017","Netherlands","Purchases of new dwellings","Annual average rate of change","7.2",""
"2017","Netherlands","Purchases of existing dwellings","Annual average index","113.01",""
"2017","Netherlands","Purchases of existing dwellings","Annual average rate of change","7.6",""
"2017","Austria","Total","Annual average index","114.26",""
"2017","Austria","Total","Annual average rate of change","5.3",""
"2017","Austria","Purchases of new dwellings","Annual average index","109.97",""
"2017","Austria","Purchases of new dwellings","Annual average rate of change","6.0",""
"2017","Austria","Purchases of existing dwellings","Annual average index","115.14",""
"2017","Austria","Purchases of existing dwellings","Annual average rate of change","5.2",""
"2017","Poland","Total","Annual average index","105.78",""
"2017","Poland","Total","Annual average rate of change","3.9",""
"2017","Poland","Purchases of new dwellings","Annual average index","104.31",""
"2017","Poland","Purchases of new dwellings","Annual average rate of change","3.2",""
"2017","Poland","Purchases of existing dwellings","Annual average index","107.13",""
"2017","Poland","Purchases of existing dwellings","Annual average rate of change","4.5",""
"2017","Portugal","Total","Annual average index","117.02",""
"2017","Portugal","Total","Annual average rate of change","9.2",""
"2017","Portugal","Purchases of new dwellings","Annual average index","109.12",""
"2017","Portugal","Purchases of new dwellings","Annual average rate of change","5.6",""
"2017","Portugal","Purchases of existing dwellings","Annual average index","119.98",""
"2017","Portugal","Purchases of existing dwellings","Annual average rate of change","10.4",""
"2017","Romania","Total","Annual average index","112.36",""
"2017","Romania","Total","Annual average rate of change","6.0",""
"2017","Romania","Purchases of new dwellings","Annual average index","105.68",""
"2017","Romania","Purchases of new dwellings","Annual average rate of change","0.3",""
"2017","Romania","Purchases of existing dwellings","Annual average index","113.73",""
"2017","Romania","Purchases of existing dwellings","Annual average rate of change","7.3",""
"2017","Slovenia","Total","Annual average index","111.56",""
"2017","Slovenia","Total","Annual average rate of change","8.0",""
"2017","Slovenia","Purchases of new dwellings","Annual average index","109.41",""
"2017","Slovenia","Purchases of new dwellings","Annual average rate of change","9.0",""
"2017","Slovenia","Purchases of existing dwellings","Annual average index","111.89",""
"2017","Slovenia","Purchases of existing dwellings","Annual average rate of change","7.8",""
"2017","Slovakia","Total","Annual average index","112.99",""
"2017","Slovakia","Total","Annual average rate of change","5.9",""
"2017","Slovakia","Purchases of new dwellings","Annual average index","113.00",""
"2017","Slovakia","Purchases of new dwellings","Annual average rate of change","6.6",""
"2017","Slovakia","Purchases of existing dwellings","Annual average index","112.84",""
"2017","Slovakia","Purchases of existing dwellings","Annual average rate of change","5.5",""
"2017","Finland","Total","Annual average index","102.01",""
"2017","Finland","Total","Annual average rate of change","1.6",""
"2017","Finland","Purchases of new dwellings","Annual average index","103.51",""
"2017","Finland","Purchases of new dwellings","Annual average rate of change","2.7",""
"2017","Finland","Purchases of existing dwellings","Annual average index","101.23",""
"2017","Finland","Purchases of existing dwellings","Annual average rate of change","0.9",""
"2017","Sweden","Total","Annual average index","115.43",""
"2017","Sweden","Total","Annual average rate of change","6.6",""
"2017","Sweden","Purchases of new dwellings","Annual average index","112.78",""
"2017","Sweden","Purchases of new dwellings","Annual average rate of change","6.2",""
"2017","Sweden","Purchases of existing dwellings","Annual average index","115.78",""
"2017","Sweden","Purchases of existing dwellings","Annual average rate of change","6.7",""
"2017","United Kingdom","Total","Annual average index","111.86",""
"2017","United Kingdom","Total","Annual average rate of change","4.6",""
"2017","United Kingdom","Purchases of new dwellings","Annual average index","114.94",""
"2017","United Kingdom","Purchases of new dwellings","Annual average rate of change","5.1",""
"2017","United Kingdom","Purchases of existing dwellings","Annual average index","111.63",""
"2017","United Kingdom","Purchases of existing dwellings","Annual average rate of change","4.5",""
"2017","Iceland","Total","Annual average index","131.20","p"
"2017","Iceland","Total","Annual average rate of change","19.5","p"
"2017","Iceland","Purchases of new dwellings","Annual average index",":",""
"2017","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2017","Iceland","Purchases of existing dwellings","Annual average index","131.20",""
"2017","Iceland","Purchases of existing dwellings","Annual average rate of change",":",""
"2017","Norway","Total","Annual average index","113.75",""
"2017","Norway","Total","Annual average rate of change","5.4",""
"2017","Norway","Purchases of new dwellings","Annual average index","112.72",""
"2017","Norway","Purchases of new dwellings","Annual average rate of change","5.3",""
"2017","Norway","Purchases of existing dwellings","Annual average index","114.35",""
"2017","Norway","Purchases of existing dwellings","Annual average rate of change","5.6",""
"2017","Turkey","Total","Annual average index","124.83","d"
"2017","Turkey","Total","Annual average rate of change","10.2","d"
"2017","Turkey","Purchases of new dwellings","Annual average index","126.83",""
"2017","Turkey","Purchases of new dwellings","Annual average rate of change","11.6",""
"2017","Turkey","Purchases of existing dwellings","Annual average index","124.80",""
"2017","Turkey","Purchases of existing dwellings","Annual average rate of change","9.9",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","114.77","p"
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","4.7","p"
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2018","European Union - 27 countries (from 2020)","Total","Annual average index","114.63","p"
"2018","European Union - 27 countries (from 2020)","Total","Annual average rate of change","5.0","p"
"2018","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2018","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2018","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2018","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2018","European Union - 28 countries (2013-2020)","Total","Annual average index","114.77","p"
"2018","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","4.7","p"
"2018","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2018","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2018","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2018","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","113.66","p"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","4.7","p"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2018","Euro area - 19 countries  (from 2015)","Total","Annual average index","113.66","p"
"2018","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","4.7","p"
"2018","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2018","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2018","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2018","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2018","Belgium","Total","Annual average index","109.42",""
"2018","Belgium","Total","Annual average rate of change","2.9",""
"2018","Belgium","Purchases of new dwellings","Annual average index","111.35",""
"2018","Belgium","Purchases of new dwellings","Annual average rate of change","3.2",""
"2018","Belgium","Purchases of existing dwellings","Annual average index","108.66",""
"2018","Belgium","Purchases of existing dwellings","Annual average rate of change","2.7",""
"2018","Bulgaria","Total","Annual average index","123.96",""
"2018","Bulgaria","Total","Annual average rate of change","6.6",""
"2018","Bulgaria","Purchases of new dwellings","Annual average index","120.04",""
"2018","Bulgaria","Purchases of new dwellings","Annual average rate of change","5.7",""
"2018","Bulgaria","Purchases of existing dwellings","Annual average index","126.07",""
"2018","Bulgaria","Purchases of existing dwellings","Annual average rate of change","7.0",""
"2018","Czechia","Total","Annual average index","130.00","p"
"2018","Czechia","Total","Annual average rate of change","8.6","p"
"2018","Czechia","Purchases of new dwellings","Annual average index","134.90","p"
"2018","Czechia","Purchases of new dwellings","Annual average rate of change","11.8","p"
"2018","Czechia","Purchases of existing dwellings","Annual average index","129.30","p"
"2018","Czechia","Purchases of existing dwellings","Annual average rate of change","8.1","p"
"2018","Denmark","Total","Annual average index","114.81",""
"2018","Denmark","Total","Annual average rate of change","4.4",""
"2018","Denmark","Purchases of new dwellings","Annual average index","101.79",""
"2018","Denmark","Purchases of new dwellings","Annual average rate of change","1.8",""
"2018","Denmark","Purchases of existing dwellings","Annual average index","114.90",""
"2018","Denmark","Purchases of existing dwellings","Annual average rate of change","4.4",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Annual average index","121.70",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","6.6",""
"2018","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","118.90",""
"2018","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","6.4",""
"2018","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","122.20",""
"2018","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","6.7",""
"2018","Estonia","Total","Annual average index","117.07",""
"2018","Estonia","Total","Annual average rate of change","5.9",""
"2018","Estonia","Purchases of new dwellings","Annual average index","120.45",""
"2018","Estonia","Purchases of new dwellings","Annual average rate of change","8.7",""
"2018","Estonia","Purchases of existing dwellings","Annual average index","115.03",""
"2018","Estonia","Purchases of existing dwellings","Annual average rate of change","4.0",""
"2018","Ireland","Total","Annual average index","131.35",""
"2018","Ireland","Total","Annual average rate of change","10.2",""
"2018","Ireland","Purchases of new dwellings","Annual average index","119.49",""
"2018","Ireland","Purchases of new dwellings","Annual average rate of change","9.1",""
"2018","Ireland","Purchases of existing dwellings","Annual average index","133.09",""
"2018","Ireland","Purchases of existing dwellings","Annual average rate of change","10.3",""
"2018","Spain","Total","Annual average index","118.58",""
"2018","Spain","Total","Annual average rate of change","6.7",""
"2018","Spain","Purchases of new dwellings","Annual average index","120.05",""
"2018","Spain","Purchases of new dwellings","Annual average rate of change","6.3",""
"2018","Spain","Purchases of existing dwellings","Annual average index","118.34",""
"2018","Spain","Purchases of existing dwellings","Annual average rate of change","6.8",""
"2018","France","Total","Annual average index","107.24",""
"2018","France","Total","Annual average rate of change","3.0",""
"2018","France","Purchases of new dwellings","Annual average index","108.39",""
"2018","France","Purchases of new dwellings","Annual average rate of change","2.5","p"
"2018","France","Purchases of existing dwellings","Annual average index","107.10",""
"2018","France","Purchases of existing dwellings","Annual average rate of change","3.0",""
"2018","Croatia","Total","Annual average index","111.14",""
"2018","Croatia","Total","Annual average rate of change","6.1",""
"2018","Croatia","Purchases of new dwellings","Annual average index","99.95",""
"2018","Croatia","Purchases of new dwellings","Annual average rate of change","3.6",""
"2018","Croatia","Purchases of existing dwellings","Annual average index","113.44",""
"2018","Croatia","Purchases of existing dwellings","Annual average rate of change","6.6",""
"2018","Italy","Total","Annual average index","98.60",""
"2018","Italy","Total","Annual average rate of change","-0.6",""
"2018","Italy","Purchases of new dwellings","Annual average index","101.10",""
"2018","Italy","Purchases of new dwellings","Annual average rate of change","1.1",""
"2018","Italy","Purchases of existing dwellings","Annual average index","98.00",""
"2018","Italy","Purchases of existing dwellings","Annual average rate of change","-1.0",""
"2018","Cyprus","Total","Annual average index","104.39",""
"2018","Cyprus","Total","Annual average rate of change","1.8",""
"2018","Cyprus","Purchases of new dwellings","Annual average index","105.59",""
"2018","Cyprus","Purchases of new dwellings","Annual average rate of change","2.4",""
"2018","Cyprus","Purchases of existing dwellings","Annual average index","101.08",""
"2018","Cyprus","Purchases of existing dwellings","Annual average rate of change","0.3",""
"2018","Latvia","Total","Annual average index","129.30",""
"2018","Latvia","Total","Annual average rate of change","9.6",""
"2018","Latvia","Purchases of new dwellings","Annual average index","123.67",""
"2018","Latvia","Purchases of new dwellings","Annual average rate of change","6.1",""
"2018","Latvia","Purchases of existing dwellings","Annual average index","130.24",""
"2018","Latvia","Purchases of existing dwellings","Annual average rate of change","10.2",""
"2018","Lithuania","Total","Annual average index","123.18",""
"2018","Lithuania","Total","Annual average rate of change","7.3",""
"2018","Lithuania","Purchases of new dwellings","Annual average index","121.02",""
"2018","Lithuania","Purchases of new dwellings","Annual average rate of change","7.8",""
"2018","Lithuania","Purchases of existing dwellings","Annual average index","123.78",""
"2018","Lithuania","Purchases of existing dwellings","Annual average rate of change","7.1",""
"2018","Luxembourg","Total","Annual average index","119.86",""
"2018","Luxembourg","Total","Annual average rate of change","7.1",""
"2018","Luxembourg","Purchases of new dwellings","Annual average index","117.65",""
"2018","Luxembourg","Purchases of new dwellings","Annual average rate of change","5.6",""
"2018","Luxembourg","Purchases of existing dwellings","Annual average index","120.98",""
"2018","Luxembourg","Purchases of existing dwellings","Annual average rate of change","7.8",""
"2018","Hungary","Total","Annual average index","145.50",""
"2018","Hungary","Total","Annual average rate of change","14.3",""
"2018","Hungary","Purchases of new dwellings","Annual average index","148.67",""
"2018","Hungary","Purchases of new dwellings","Annual average rate of change","13.7",""
"2018","Hungary","Purchases of existing dwellings","Annual average index","145.30",""
"2018","Hungary","Purchases of existing dwellings","Annual average rate of change","14.4",""
"2018","Malta","Total","Annual average index","117.45","p"
"2018","Malta","Total","Annual average rate of change","5.8","p"
"2018","Malta","Purchases of new dwellings","Annual average index","117.37","p"
"2018","Malta","Purchases of new dwellings","Annual average rate of change","6.2","p"
"2018","Malta","Purchases of existing dwellings","Annual average index","117.58","p"
"2018","Malta","Purchases of existing dwellings","Annual average rate of change","4.4","p"
"2018","Netherlands","Total","Annual average index","123.61",""
"2018","Netherlands","Total","Annual average rate of change","9.5",""
"2018","Netherlands","Purchases of new dwellings","Annual average index","126.13",""
"2018","Netherlands","Purchases of new dwellings","Annual average rate of change","12.4",""
"2018","Netherlands","Purchases of existing dwellings","Annual average index","123.17",""
"2018","Netherlands","Purchases of existing dwellings","Annual average rate of change","9.0",""
"2018","Austria","Total","Annual average index","119.64",""
"2018","Austria","Total","Annual average rate of change","4.7",""
"2018","Austria","Purchases of new dwellings","Annual average index","113.54",""
"2018","Austria","Purchases of new dwellings","Annual average rate of change","3.2",""
"2018","Austria","Purchases of existing dwellings","Annual average index","121.19",""
"2018","Austria","Purchases of existing dwellings","Annual average rate of change","5.3",""
"2018","Poland","Total","Annual average index","112.74",""
"2018","Poland","Total","Annual average rate of change","6.6",""
"2018","Poland","Purchases of new dwellings","Annual average index","110.02",""
"2018","Poland","Purchases of new dwellings","Annual average rate of change","5.5",""
"2018","Poland","Purchases of existing dwellings","Annual average index","115.17",""
"2018","Poland","Purchases of existing dwellings","Annual average rate of change","7.5",""
"2018","Portugal","Total","Annual average index","129.03",""
"2018","Portugal","Total","Annual average rate of change","10.3",""
"2018","Portugal","Purchases of new dwellings","Annual average index","117.30",""
"2018","Portugal","Purchases of new dwellings","Annual average rate of change","7.5",""
"2018","Portugal","Purchases of existing dwellings","Annual average index","133.20",""
"2018","Portugal","Purchases of existing dwellings","Annual average rate of change","11.0",""
"2018","Romania","Total","Annual average index","118.62",""
"2018","Romania","Total","Annual average rate of change","5.6",""
"2018","Romania","Purchases of new dwellings","Annual average index","109.91",""
"2018","Romania","Purchases of new dwellings","Annual average rate of change","4.0",""
"2018","Romania","Purchases of existing dwellings","Annual average index","120.48",""
"2018","Romania","Purchases of existing dwellings","Annual average rate of change","5.9",""
"2018","Slovenia","Total","Annual average index","122.46",""
"2018","Slovenia","Total","Annual average rate of change","9.8",""
"2018","Slovenia","Purchases of new dwellings","Annual average index","126.17",""
"2018","Slovenia","Purchases of new dwellings","Annual average rate of change","15.3",""
"2018","Slovenia","Purchases of existing dwellings","Annual average index","121.87",""
"2018","Slovenia","Purchases of existing dwellings","Annual average rate of change","8.9",""
"2018","Slovakia","Total","Annual average index","121.32",""
"2018","Slovakia","Total","Annual average rate of change","7.4",""
"2018","Slovakia","Purchases of new dwellings","Annual average index","119.75",""
"2018","Slovakia","Purchases of new dwellings","Annual average rate of change","6.0",""
"2018","Slovakia","Purchases of existing dwellings","Annual average index","121.92",""
"2018","Slovakia","Purchases of existing dwellings","Annual average rate of change","8.0",""
"2018","Finland","Total","Annual average index","102.88",""
"2018","Finland","Total","Annual average rate of change","0.9",""
"2018","Finland","Purchases of new dwellings","Annual average index","106.01",""
"2018","Finland","Purchases of new dwellings","Annual average rate of change","2.4",""
"2018","Finland","Purchases of existing dwellings","Annual average index","101.25",""
"2018","Finland","Purchases of existing dwellings","Annual average rate of change","0.0",""
"2018","Sweden","Total","Annual average index","114.35",""
"2018","Sweden","Total","Annual average rate of change","-0.9",""
"2018","Sweden","Purchases of new dwellings","Annual average index","123.71",""
"2018","Sweden","Purchases of new dwellings","Annual average rate of change","9.7",""
"2018","Sweden","Purchases of existing dwellings","Annual average index","112.37",""
"2018","Sweden","Purchases of existing dwellings","Annual average rate of change","-2.9",""
"2018","United Kingdom","Total","Annual average index","115.53",""
"2018","United Kingdom","Total","Annual average rate of change","3.3",""
"2018","United Kingdom","Purchases of new dwellings","Annual average index","119.82",""
"2018","United Kingdom","Purchases of new dwellings","Annual average rate of change","4.2",""
"2018","United Kingdom","Purchases of existing dwellings","Annual average index","115.12",""
"2018","United Kingdom","Purchases of existing dwellings","Annual average rate of change","3.1",""
"2018","Iceland","Total","Annual average index","142.01",""
"2018","Iceland","Total","Annual average rate of change","8.2","p"
"2018","Iceland","Purchases of new dwellings","Annual average index",":",""
"2018","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2018","Iceland","Purchases of existing dwellings","Annual average index","142.01",""
"2018","Iceland","Purchases of existing dwellings","Annual average rate of change","8.2",""
"2018","Norway","Total","Annual average index","115.53",""
"2018","Norway","Total","Annual average rate of change","1.6",""
"2018","Norway","Purchases of new dwellings","Annual average index","115.19",""
"2018","Norway","Purchases of new dwellings","Annual average rate of change","2.2",""
"2018","Norway","Purchases of existing dwellings","Annual average index","115.64",""
"2018","Norway","Purchases of existing dwellings","Annual average rate of change","1.1",""
"2018","Turkey","Total","Annual average index","133.40","d"
"2018","Turkey","Total","Annual average rate of change","6.9","d"
"2018","Turkey","Purchases of new dwellings","Annual average index","136.48",""
"2018","Turkey","Purchases of new dwellings","Annual average rate of change","7.6",""
"2018","Turkey","Purchases of existing dwellings","Annual average index","133.60",""
"2018","Turkey","Purchases of existing dwellings","Annual average rate of change","7.0",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","119.57","p"
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","4.2","p"
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2019","European Union - 27 countries (from 2020)","Total","Annual average index","119.98","p"
"2019","European Union - 27 countries (from 2020)","Total","Annual average rate of change","4.7","p"
"2019","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2019","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2019","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2019","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2019","European Union - 28 countries (2013-2020)","Total","Annual average index","119.57","p"
"2019","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","4.2","p"
"2019","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2019","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2019","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2019","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","118.43","p"
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","4.2","p"
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2019","Euro area - 19 countries  (from 2015)","Total","Annual average index","118.43","p"
"2019","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","4.2","p"
"2019","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2019","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2019","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2019","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2019","Belgium","Total","Annual average index","113.78","p"
"2019","Belgium","Total","Annual average rate of change","4.0","p"
"2019","Belgium","Purchases of new dwellings","Annual average index","114.78","p"
"2019","Belgium","Purchases of new dwellings","Annual average rate of change","3.1","p"
"2019","Belgium","Purchases of existing dwellings","Annual average index","113.27","p"
"2019","Belgium","Purchases of existing dwellings","Annual average rate of change","4.2","p"
"2019","Bulgaria","Total","Annual average index","131.42","p"
"2019","Bulgaria","Total","Annual average rate of change","6.0","p"
"2019","Bulgaria","Purchases of new dwellings","Annual average index","130.19","p"
"2019","Bulgaria","Purchases of new dwellings","Annual average rate of change","8.5","p"
"2019","Bulgaria","Purchases of existing dwellings","Annual average index","132.11","p"
"2019","Bulgaria","Purchases of existing dwellings","Annual average rate of change","4.8","p"
"2019","Czechia","Total","Annual average index","141.90",""
"2019","Czechia","Total","Annual average rate of change","9.2","p"
"2019","Czechia","Purchases of new dwellings","Annual average index","145.50",""
"2019","Czechia","Purchases of new dwellings","Annual average rate of change","7.9","p"
"2019","Czechia","Purchases of existing dwellings","Annual average index","141.30",""
"2019","Czechia","Purchases of existing dwellings","Annual average rate of change","9.3","p"
"2019","Denmark","Total","Annual average index","117.16","p"
"2019","Denmark","Total","Annual average rate of change","2.0","p"
"2019","Denmark","Purchases of new dwellings","Annual average index","102.52","p"
"2019","Denmark","Purchases of new dwellings","Annual average rate of change","0.7","p"
"2019","Denmark","Purchases of existing dwellings","Annual average index","117.29","p"
"2019","Denmark","Purchases of existing dwellings","Annual average rate of change","2.1","p"
"2019","Germany (until 1990 former territory of the FRG)","Total","Annual average index","128.10","p"
"2019","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","5.3","p"
"2019","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","122.20","p"
"2019","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","2.8","p"
"2019","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","129.20","p"
"2019","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","5.7","p"
"2019","Estonia","Total","Annual average index","125.27",""
"2019","Estonia","Total","Annual average rate of change","7.0",""
"2019","Estonia","Purchases of new dwellings","Annual average index","129.22",""
"2019","Estonia","Purchases of new dwellings","Annual average rate of change","7.3",""
"2019","Estonia","Purchases of existing dwellings","Annual average index","122.76",""
"2019","Estonia","Purchases of existing dwellings","Annual average rate of change","6.7",""
"2019","Ireland","Total","Annual average index","134.42","p"
"2019","Ireland","Total","Annual average rate of change","2.3","p"
"2019","Ireland","Purchases of new dwellings","Annual average index","122.40","p"
