"TIME","GEO","CURRENCY","ESTRUCT","ECASE","Value","Flag and Footnotes"
"2017","Belgium","Euro","Net earning","Single person with 2 children, 67% of AW","26,848.96",""
"2017","Belgium","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","37,611.67",""
"2017","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","48,141.82",""
"2017","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","54,493.93",""
"2017","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","61,659.43",""
"2017","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","43,088.87",""
"2017","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","56,606.48",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 50% of AW","2,566.37",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 67% of AW","3,438.94",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 80% of AW","4,106.19",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 100% of AW","5,132.74",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 125% of AW","6,415.92",""
"2017","Bulgaria","Euro","Net earning","Single person without children, 167% of AW","8,571.67",""
"2017","Bulgaria","Euro","Net earning","Single person with 2 children, 67% of AW","4,962.61",""
"2017","Bulgaria","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","5,674.72",""
"2017","Bulgaria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","7,368.52",""
"2017","Bulgaria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","8,592.12",""
"2017","Bulgaria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","10,306.38",""
"2017","Bulgaria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","6,826.54",""
"2017","Bulgaria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","10,265.48",""
"2017","Czechia","Euro","Net earning","Single person without children, 50% of AW","5,620.21",""
"2017","Czechia","Euro","Net earning","Single person without children, 67% of AW","7,210.28",""
"2017","Czechia","Euro","Net earning","Single person without children, 80% of AW","8,426.21",""
"2017","Czechia","Euro","Net earning","Single person without children, 100% of AW","10,296.87",""
"2017","Czechia","Euro","Net earning","Single person without children, 125% of AW","12,635.20",""
"2017","Czechia","Euro","Net earning","Single person without children, 167% of AW","16,563.60",""
"2017","Czechia","Euro","Net earning","Single person with 2 children, 67% of AW","9,430.44",""
"2017","Czechia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","13,460.59",""
"2017","Czechia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","16,504.08",""
"2017","Czechia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","19,727.32",""
"2017","Czechia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","22,257.81",""
"2017","Czechia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","14,283.91",""
"2017","Czechia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","20,593.75",""
"2017","Denmark","Euro","Net earning","Single person without children, 50% of AW","19,108.75",""
"2017","Denmark","Euro","Net earning","Single person without children, 67% of AW","24,751.44",""
"2017","Denmark","Euro","Net earning","Single person without children, 80% of AW","29,095.21",""
"2017","Denmark","Euro","Net earning","Single person without children, 100% of AW","35,558.92",""
"2017","Denmark","Euro","Net earning","Single person without children, 125% of AW","43,459.86",""
"2017","Denmark","Euro","Net earning","Single person without children, 167% of AW","53,859.96",""
"2017","Denmark","Euro","Net earning","Single person with 2 children, 67% of AW","35,348.35",""
"2017","Denmark","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","41,433.79",""
"2017","Denmark","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","52,460.31",""
"2017","Denmark","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","63,783.32",""
"2017","Denmark","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","74,590.80",""
"2017","Denmark","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","48,987.34",""
"2017","Denmark","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","71,117.84",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 50% of AW","16,904.02",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 67% of AW","21,434.36",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 80% of AW","24,741.05",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 100% of AW","29,562.73",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 125% of AW","35,671.21",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person without children, 167% of AW","45,982.00",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Single person with 2 children, 67% of AW","26,969.89",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","38,506.23",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","47,555.77",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","56,210.96",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","64,591.09",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","42,608.44",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","59,125.45",""
"2017","Estonia","Euro","Net earning","Single person without children, 50% of AW","6,332.72",""
"2017","Estonia","Euro","Net earning","Single person without children, 67% of AW","8,338.97",""
"2017","Estonia","Euro","Net earning","Single person without children, 80% of AW","9,873.15",""
"2017","Estonia","Euro","Net earning","Single person without children, 100% of AW","12,233.44",""
"2017","Estonia","Euro","Net earning","Single person without children, 125% of AW","15,183.80",""
"2017","Estonia","Euro","Net earning","Single person without children, 167% of AW","20,140.41",""
"2017","Estonia","Euro","Net earning","Single person with 2 children, 67% of AW","10,368.89",""
"2017","Estonia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","14,235.04",""
"2017","Estonia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","18,129.52",""
"2017","Estonia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","22,142.01",""
"2017","Estonia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","26,036.49",""
"2017","Estonia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","16,559.92",""
"2017","Estonia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","24,466.89",""
"2017","Ireland","Euro","Net earning","Single person without children, 50% of AW","20,163.46",""
"2017","Ireland","Euro","Net earning","Single person without children, 67% of AW","25,655.79",""
"2017","Ireland","Euro","Net earning","Single person without children, 80% of AW","29,335.17",""
"2017","Ireland","Euro","Net earning","Single person without children, 100% of AW","33,976.58",""
"2017","Ireland","Euro","Net earning","Single person without children, 125% of AW","39,778.34",""
"2017","Ireland","Euro","Net earning","Single person without children, 167% of AW","49,346.87",""
"2017","Ireland","Euro","Net earning","Single person with 2 children, 67% of AW","33,376.72",""
"2017","Ireland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","41,886.58",""
"2017","Ireland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","54,314.47",""
"2017","Ireland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","63,654.84",""
"2017","Ireland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","71,313.16",""
"2017","Ireland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","50,954.47",""
"2017","Ireland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","67,953.16",""
"2017","Greece","Euro","Net earning","Single person without children, 50% of AW","8,782.72",""
"2017","Greece","Euro","Net earning","Single person without children, 67% of AW","11,122.84",""
"2017","Greece","Euro","Net earning","Single person without children, 80% of AW","12,867.05",""
"2017","Greece","Euro","Net earning","Single person without children, 100% of AW","15,542.81",""
"2017","Greece","Euro","Net earning","Single person without children, 125% of AW","18,677.14",""
"2017","Greece","Euro","Net earning","Single person without children, 167% of AW","23,506.85",""
"2017","Greece","Euro","Net earning","Single person with 2 children, 67% of AW","11,862.84",""
"2017","Greece","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","17,620.69",""
"2017","Greece","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","23,679.92",""
"2017","Greece","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","29,424.88",""
"2017","Greece","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","33,961.39",""
"2017","Greece","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","23,259.92",""
"2017","Greece","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","33,761.39",""
"2017","Spain","Euro","Net earning","Single person without children, 50% of AW","11,947.71",""
"2017","Spain","Euro","Net earning","Single person without children, 67% of AW","14,835.36",""
"2017","Spain","Euro","Net earning","Single person without children, 80% of AW","17,313.90",""
"2017","Spain","Euro","Net earning","Single person without children, 100% of AW","20,948.65",""
"2017","Spain","Euro","Net earning","Single person without children, 125% of AW","25,405.50",""
"2017","Spain","Euro","Net earning","Single person without children, 167% of AW","32,442.00",""
"2017","Spain","Euro","Net earning","Single person with 2 children, 67% of AW","17,503.16",""
"2017","Spain","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","22,857.77",""
"2017","Spain","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","29,638.23",""
"2017","Spain","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","36,753.01",""
"2017","Spain","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","42,866.30",""
"2017","Spain","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","29,153.73",""
"2017","Spain","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","41,897.30",""
"2017","France","Euro","Net earning","Single person without children, 50% of AW","14,969.66",""
"2017","France","Euro","Net earning","Single person without children, 67% of AW","18,070.72",""
"2017","France","Euro","Net earning","Single person without children, 80% of AW","20,721.41",""
"2017","France","Euro","Net earning","Single person without children, 100% of AW","25,521.43",""
"2017","France","Euro","Net earning","Single person without children, 125% of AW","30,780.44",""
"2017","France","Euro","Net earning","Single person without children, 167% of AW","39,378.40",""
"2017","France","Euro","Net earning","Single person with 2 children, 67% of AW","24,486.65",""
"2017","France","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","29,406.36",""
"2017","France","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","38,501.04",""
"2017","France","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","46,780.23",""
"2017","France","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","53,974.17",""
"2017","France","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","35,582.68",""
"2017","France","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","51,042.87",""
"2017","Croatia","Euro","Net earning","Single person without children, 50% of AW","4,981.71",""
"2017","Croatia","Euro","Net earning","Single person without children, 67% of AW","6,515.22",""
"2017","Croatia","Euro","Net earning","Single person without children, 80% of AW","7,443.66",""
"2017","Croatia","Euro","Net earning","Single person without children, 100% of AW","8,872.01",""
"2017","Croatia","Euro","Net earning","Single person without children, 125% of AW","10,657.46",""
"2017","Croatia","Euro","Net earning","Single person without children, 167% of AW","13,657.01",""
"2017","Croatia","Euro","Net earning","Single person with 2 children, 67% of AW","7,413.45",""
"2017","Croatia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","10,605.12",""
"2017","Croatia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","13,251.35",""
"2017","Croatia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","16,638.92",""
"2017","Croatia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","19,679.15",""
"2017","Croatia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","12,159.94",""
"2017","Croatia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","17,744.02",""
"2017","Italy","Euro","Net earning","Single person without children, 50% of AW","12,905.38",""
"2017","Italy","Euro","Net earning","Single person without children, 67% of AW","16,060.36",""
"2017","Italy","Euro","Net earning","Single person without children, 80% of AW","18,439.08",""
"2017","Italy","Euro","Net earning","Single person without children, 100% of AW","21,138.65",""
"2017","Italy","Euro","Net earning","Single person without children, 125% of AW","25,032.69",""
"2017","Italy","Euro","Net earning","Single person without children, 167% of AW","31,159.01",""
"2017","Italy","Euro","Net earning","Single person with 2 children, 67% of AW","20,270.80",""
"2017","Italy","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","24,866.72",""
"2017","Italy","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","33,176.86",""
"2017","Italy","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","39,555.22",""
"2017","Italy","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","44,311.57",""
"2017","Italy","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","30,826.99",""
"2017","Italy","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","42,277.30",""
"2017","Cyprus","Euro","Net earning","Single person without children, 50% of AW","10,467.93",""
"2017","Cyprus","Euro","Net earning","Single person without children, 67% of AW","14,027.02",""
"2017","Cyprus","Euro","Net earning","Single person without children, 80% of AW","16,748.68",""
"2017","Cyprus","Euro","Net earning","Single person without children, 100% of AW","20,648.68",""
"2017","Cyprus","Euro","Net earning","Single person without children, 125% of AW","24,835.85",""
"2017","Cyprus","Euro","Net earning","Single person without children, 167% of AW","31,522.16",""
"2017","Cyprus","Euro","Net earning","Single person with 2 children, 67% of AW","19,487.02",""
"2017","Cyprus","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","21,688.68",""
"2017","Cyprus","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","28,597.52",""
"2017","Cyprus","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","35,715.71",""
"2017","Cyprus","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","42,057.37",""
"2017","Cyprus","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","27,557.52",""
"2017","Cyprus","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","41,297.37",""
"2017","Latvia","Euro","Net earning","Single person without children, 50% of AW","4,088.36",""
"2017","Latvia","Euro","Net earning","Single person without children, 67% of AW","5,341.00",""
"2017","Latvia","Euro","Net earning","Single person without children, 80% of AW","6,298.90",""
"2017","Latvia","Euro","Net earning","Single person without children, 100% of AW","7,772.59",""
"2017","Latvia","Euro","Net earning","Single person without children, 125% of AW","9,624.18",""
"2017","Latvia","Euro","Net earning","Single person without children, 167% of AW","12,802.27",""
"2017","Latvia","Euro","Net earning","Single person with 2 children, 67% of AW","6,716.68",""
"2017","Latvia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","9,148.27",""
"2017","Latvia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","11,962.73",""
"2017","Latvia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","14,489.27",""
"2017","Latvia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","16,920.85",""
"2017","Latvia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","10,587.05",""
"2017","Latvia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","15,545.17",""
"2017","Lithuania","Euro","Net earning","Single person without children, 50% of AW","4,398.84",""
"2017","Lithuania","Euro","Net earning","Single person without children, 67% of AW","5,588.45",""
"2017","Lithuania","Euro","Net earning","Single person without children, 80% of AW","6,498.15",""
"2017","Lithuania","Euro","Net earning","Single person without children, 100% of AW","7,897.69",""
"2017","Lithuania","Euro","Net earning","Single person without children, 125% of AW","9,704.82",""
"2017","Lithuania","Euro","Net earning","Single person without children, 167% of AW","12,965.64",""
"2017","Lithuania","Euro","Net earning","Single person with 2 children, 67% of AW","6,228.45",""
"2017","Lithuania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","8,617.69",""
"2017","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","11,685.43",""
"2017","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","14,206.14",""
"2017","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","16,515.37",""
"2017","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","10,965.43",""
"2017","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","15,795.37",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 50% of AW","24,487.18",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 67% of AW","31,094.04",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 80% of AW","35,467.40",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 100% of AW","41,340.39",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 125% of AW","48,464.81",""
"2017","Luxembourg","Euro","Net earning","Single person without children, 167% of AW","60,695.19",""
"2017","Luxembourg","Euro","Net earning","Single person with 2 children, 67% of AW","41,597.66",""
"2017","Luxembourg","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","55,428.25",""
"2017","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","70,347.68",""
"2017","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","82,347.08",""
"2017","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","92,151.41",""
"2017","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","62,734.04",""
"2017","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","84,537.77",""
"2017","Hungary","Euro","Net earning","Single person without children, 50% of AW","4,011.86",""
"2017","Hungary","Euro","Net earning","Single person without children, 67% of AW","5,375.89",""
"2017","Hungary","Euro","Net earning","Single person without children, 80% of AW","6,418.98",""
"2017","Hungary","Euro","Net earning","Single person without children, 100% of AW","8,023.72",""
"2017","Hungary","Euro","Net earning","Single person without children, 125% of AW","10,029.65",""
"2017","Hungary","Euro","Net earning","Single person without children, 167% of AW","13,399.61",""
"2017","Hungary","Euro","Net earning","Single person with 2 children, 67% of AW","7,689.03",""
"2017","Hungary","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","10,220.43",""
"2017","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","12,868.26",""
"2017","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","15,596.32",""
"2017","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","18,244.15",""
"2017","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","10,671.55",""
"2017","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","16,047.44",""
"2017","Malta","Euro","Net earning","Single person without children, 50% of AW","9,776.63",""
"2017","Malta","Euro","Net earning","Single person without children, 67% of AW","12,583.70",""
"2017","Malta","Euro","Net earning","Single person without children, 80% of AW","14,479.12",""
"2017","Malta","Euro","Net earning","Single person without children, 100% of AW","17,305.15",""
"2017","Malta","Euro","Net earning","Single person without children, 125% of AW","21,473.86",""
"2017","Malta","Euro","Net earning","Single person without children, 167% of AW","28,539.63",""
"2017","Malta","Euro","Net earning","Single person with 2 children, 67% of AW","14,958.09",""
"2017","Malta","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","19,505.15",""
"2017","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","25,192.16",""
"2017","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","31,376.73",""
"2017","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","36,160.30",""
"2017","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","23,967.16",""
"2017","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","34,610.30",""
"2017","Netherlands","Euro","Net earning","Single person without children, 50% of AW","21,461.92",""
"2017","Netherlands","Euro","Net earning","Single person without children, 67% of AW","26,394.57",""
"2017","Netherlands","Euro","Net earning","Single person without children, 80% of AW","29,952.55",""
"2017","Netherlands","Euro","Net earning","Single person without children, 100% of AW","35,426.38",""
"2017","Netherlands","Euro","Net earning","Single person without children, 125% of AW","42,268.66",""
"2017","Netherlands","Euro","Net earning","Single person without children, 167% of AW","52,901.12",""
"2017","Netherlands","Euro","Net earning","Single person with 2 children, 67% of AW","35,353.69",""
"2017","Netherlands","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","38,387.42",""
"2017","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","54,328.88",""
"2017","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","66,519.66",""
"2017","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","75,568.76",""
"2017","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","50,638.17",""
"2017","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","70,852.76",""
"2017","Austria","Euro","Net earning","Single person without children, 50% of AW","18,080.85",""
"2017","Austria","Euro","Net earning","Single person without children, 67% of AW","22,544.94",""
"2017","Austria","Euro","Net earning","Single person without children, 80% of AW","25,938.62",""
"2017","Austria","Euro","Net earning","Single person without children, 100% of AW","31,083.14",""
"2017","Austria","Euro","Net earning","Single person without children, 125% of AW","37,044.47",""
"2017","Austria","Euro","Net earning","Single person without children, 167% of AW","47,862.64",""
"2017","Austria","Euro","Net earning","Single person with 2 children, 67% of AW","28,620.34",""
"2017","Austria","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","37,220.14",""
"2017","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","49,858.10",""
"2017","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","59,188.48",""
"2017","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","67,768.69",""
"2017","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","44,390.10",""
"2017","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","62,166.29",""
"2017","Poland","Euro","Net earning","Single person without children, 50% of AW","4,533.61",""
"2017","Poland","Euro","Net earning","Single person without children, 67% of AW","6,011.44",""
"2017","Poland","Euro","Net earning","Single person without children, 80% of AW","7,141.54",""
"2017","Poland","Euro","Net earning","Single person without children, 100% of AW","8,880.16",""
"2017","Poland","Euro","Net earning","Single person without children, 125% of AW","11,053.43",""
"2017","Poland","Euro","Net earning","Single person without children, 167% of AW","14,704.53",""
"2017","Poland","Euro","Net earning","Single person with 2 children, 67% of AW","10,956.36",""
"2017","Poland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","12,352.11",""
"2017","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","13,867.83",""
"2017","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","16,823.49",""
"2017","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","19,692.21",""
"2017","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","11,935.94",""
"2017","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","17,760.31",""
"2017","Portugal","Euro","Net earning","Single person without children, 50% of AW","8,001.39",""
"2017","Portugal","Euro","Net earning","Single person without children, 67% of AW","9,450.84",""
"2017","Portugal","Euro","Net earning","Single person without children, 80% of AW","10,865.01",""
"2017","Portugal","Euro","Net earning","Single person without children, 100% of AW","13,040.67",""
"2017","Portugal","Euro","Net earning","Single person without children, 125% of AW","15,760.24",""
"2017","Portugal","Euro","Net earning","Single person without children, 167% of AW","19,797.97",""
"2017","Portugal","Euro","Net earning","Single person with 2 children, 67% of AW","11,629.96",""
"2017","Portugal","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","15,847.06",""
"2017","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","20,649.29",""
"2017","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","23,691.51",""
"2017","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","27,281.34",""
"2017","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","18,792.89",""
"2017","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","26,081.34",""
"2017","Romania","Euro","Net earning","Single person without children, 50% of AW","3,151.05",""
"2017","Romania","Euro","Net earning","Single person without children, 67% of AW","4,133.32",""
"2017","Romania","Euro","Net earning","Single person without children, 80% of AW","4,886.20",""
"2017","Romania","Euro","Net earning","Single person without children, 100% of AW","6,049.96",""
"2017","Romania","Euro","Net earning","Single person without children, 125% of AW","7,562.45",""
"2017","Romania","Euro","Net earning","Single person without children, 167% of AW","10,103.44",""
"2017","Romania","Euro","Net earning","Single person with 2 children, 67% of AW","4,625.00",""
"2017","Romania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","6,491.22",""
"2017","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","8,697.83",""
"2017","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","10,674.97",""
"2017","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","12,541.18",""
"2017","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","8,172.52",""
"2017","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","12,099.93",""
"2017","Slovenia","Euro","Net earning","Single person without children, 50% of AW","7,206.92",""
"2017","Slovenia","Euro","Net earning","Single person without children, 67% of AW","8,787.85",""
"2017","Slovenia","Euro","Net earning","Single person without children, 80% of AW","10,344.62",""
"2017","Slovenia","Euro","Net earning","Single person without children, 100% of AW","12,487.25",""
"2017","Slovenia","Euro","Net earning","Single person without children, 125% of AW","15,165.54",""
"2017","Slovenia","Euro","Net earning","Single person without children, 167% of AW","19,608.69",""
"2017","Slovenia","Euro","Net earning","Single person with 2 children, 67% of AW","12,811.65",""
